Sgnyea,Prvcnm_id,a0101,a0102,a0103,a0104,a0105,a0106,a0107,a0108,a0109,a0110,a0111,a0112,a0113,a0114,a0115
年度标识,区块编号,AQI,PM2.5,PM_2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
140601,1223A,50.153846,34.923077,33,49.307692,67,3.076923,19,26.230769,33,42.551724,113,79,100,0.877731,0.883
140601,1224A,25,17,23,19,39,2,4,26,25,37,101,66,98,0.937,0.907
140601,1225A,24,4,18,8,31,4,5,47,45,44,81,57,73,0.381,0.373
140601,1226A,36,25,28,29,44,30,31,36,31,54,113,76,105,0.483,0.456
140601,1227A,30,21,23,24,40,4,6,23,21,32,107,53,97,0.881,0.882
140601,1228A,32,22,22,26,56,5,22,18,27,51,86,44,69,0.933,0.607
140601,1229A,40.769231,28.384615,27,31.615385,47,5.269231,17,32.307692,37,45.5,106,76,100,0.7685,0.725
140601,1230A,35,24,27,30,54,6,17,38,44,73,100,80,94,0.836,0.813
140601,1231A,53,37,38,38.666667,52,11,23,59,47,25,98,53,90,0.549,0.516
140601,1232A,19,12,29,27.076923,55,2,38,6,25,59,91,69,82,0.618,0.686
140601,1233A,44,22,24,44,69,5,8,40,36,9,84,40,73,0.818,0.782
140602,1223A,72,52,35,82,73,4,4,64,47,2,66,9,69,1.24,1.031
140602,1224A,54,26,22,58,39,3,3,44,36,11,49,15,60,1.153,1.001
140602,1225A,35,24,15,19,20,4,4,44,44,57,100,68,73,0.38,0.421
140602,1226A,87,64,37,77,73,3,18,68,49,30,81,28,71,0.947,0.63
140602,1227A,31,15,20,31,35,4,4,16,23,15,37,10,45,0.925,0.945
140602,1228A,60,43,32,70,54,4,6,56,42,2,34,3,36,1.036,0.858
140602,1229A,32,19.222222,19,24,51,2,4,64,59,2,50,5,68,1.231,1.002
140602,1230A,68,40,32,85,78,4,7,58,60,20,70,31,76,1.183,1.047
140602,1231A,73,81.333333,40,95,67,6,10,90,60,2,58,9,46,1.174,0.722
140602,1232A,72,52,28,73,68,5,4,55,37,2,67,7,65,1.185,0.972
140602,1233A,54,15,20,57,52,4,6,15,28,18,32,15,34,0.902,0.917
140603,1223A,52,33,37,53,66,2,2,12,18,107,171,114,152,0.674,0.826
140603,1224A,48,33,34,41,49,3,3,12,16,98,137,113,132,0.595,0.754
140603,1225A,40,28,24,32,38,5,4,27,32,118,159,136,145,0.288,0.341
140603,1226A,53,37,47,83.571429,69,8,5,14,18,94,161,108,148,0.38,0.617
140603,1227A,59,42,37,43,47,4,5,11,9,82,141,101,128,0.734,0.889
140603,1228A,44,30,38,44,61,5,4,8,16,2,89,3,75,0.457,0.624
140603,1229A,39,43.090909,34,39,39,2,2,12,23,104,147,108,137,0.555,0.784
140603,1230A,50,35,41,41,58,4,6,22,24,96,133,107,128,0.708,0.899
140603,1231A,40,28,42,36,62,8,9,14,22,92,128,94,123,0.339,0.487
140603,1232A,47,27,38,47,66,3,2,2,10,99,153,102,136,0.507,0.756
140603,1233A,45,27,26,45,46,5,5,15,12,74,126,91,115,0.617,0.769
140604,1223A,70,51,44,69,78,5,6,24,24,121,164,143,152,0.821,0.797
140604,1224A,70,51,43,67,69,3,6,30,21,41,155,111,143,1.043,0.875
140604,1225A,68,49,37,62,53,7,6,31,30,109,159,133,153,0.444,0.352
140604,1226A,83,61,47,85,76,11,11,36,22,99,156,126,141,0.545,0.577
140604,1227A,64,46,41,61,61,6,7,12,13,94,140,108,124,0.83,0.831
140604,1228A,70,51,43,76,69,7,6,26,19,2,92,16,44,0.68,0.612
140604,1229A,79,58,78,77,55,5,5,44,25,93,159,128,141,0.766,0.704
140604,1230A,79,58,47,86,67,7,10,44,29,96,150,123,137,1.093,0.942
140604,1231A,79,58,41,76,64,16,15,30,26,104,143,121,129,0.707,0.595
140604,1232A,67,45,40,84,76,7,8,16,17,109,142,120,127,0.701,0.655
140604,1233A,54,34,34,58,64,4,8,44,26,30,127,92,116,0.796,0.771
140605,1223A,110,83,68,139,122,11,25,65,46,99,211,154,182,0.902,0.82
140605,1224A,103,77,62,112,102,3,7,43,37,14,178,110,166,1.135,0.91
140605,1225A,64,46,47,71,71,7,7,36,30,90,171,120,161,0.372,0.388
140605,1226A,125,102.8,71,199,114,82,19,92,42,64,179,119,173,0.839,0.735
140605,1227A,92,68,54,109,87,6,16,14,11,107,161,130,151,0.718,0.815
140605,1228A,124,94,56,160,109,13,9,76,30,33,131,37,67,1.222,0.804
140605,1229A,130,99,68,143,104,10,8,57,41,114,182,155,171,1.037,0.863
140605,1230A,144,110,73,179,117,12,14,102,46,64,158,129,148,1.505,1.164
140605,1231A,162,123,78,151,107,36,23,49,39,102,166,131,156,1.074,0.805
140605,1232A,113,84,65,176,125,16,15,64,33,74,163,121,155,1.154,0.863
140605,1233A,77,56,45,88,86,4,8,49,34,44,145,81,135,0.79,0.789
140606,1223A,110,83,93,113,142,22,17,53,54,3,247,117,196,0.938,0.97
140606,1224A,123,93,84,154,133,4,9,54,52,74,275,146,232,1.105,1.09
140606,1225A,75,55,49,84,77,7,8,34,26,101,197,140,186,0.483,0.445
140606,1226A,75,55,92,62,145,15,44,44,53,84,266,158,224,0.456,0.764
140606,1227A,117,88,77,108,119,5,11,29,21,53,212,116,191,0.86,0.904
140606,1228A,77,56,82,82,154,15,15,40,48,16,183,54,145,0.67,1.015
140606,1229A,104,78,91,130,146,11,14,47,55,76,260,160,225,0.841,1.108
140606,1230A,102,76,94,79,139,13,20,42,53,94,224,134,190,0.982,1.246
140606,1231A,67,48,102,72.571429,150,8,26,26,50,89,218,140,186,0.526,0.941
140606,1232A,75,55,91,88,166,35,26,47,47,53,234,137,209,0.696,0.976
140606,1233A,97,72,72,118,128,7,12,58,47,31,228,97,194,0.809,0.916
140607,1223A,99.5,74.5,86,134.5,138,20,24.5,58,57,68.5,323,138,255,0.786,0.89
140607,1224A,83.5,57.5,79,109,122,7,9,44,53.5,60.5,297,143.5,249,0.886,1.0345
140607,1225A,103.5,77.5,71.5,117.5,109,7,10,27,17.5,126.5,275,189.5,256,0.5515,0.5895
140607,1226A,86.5,64,78.5,88,112,12,21,35.5,51,99,250,141.5,218,0.424,0.574
140607,1227A,70.5,50,73.5,81.5,112,5.5,12,25.5,31,51,263,113,224,0.7615,0.8795
140607,1228A,79,46,62.5,107,124,9,20.5,26,38.5,7,178,18.5,134,0.6145,0.7395
140607,1229A,92.5,68.5,76,111,124.5,9.5,15.5,47,53,82.5,296,136.5,255,0.904,0.9895
140607,1230A,90.5,66.5,76,108,121.5,16,22,43,58,92,241,124,213,1.0535,1.211
140607,1231A,94,70,83,76.4,82.5,9.5,15,33,36,86.5,234,129.5,205,0.5675,0.677
140607,1232A,91,64,76,130,147.5,32,59.5,57.5,57,59,265,110,202,1.016,0.9015
140607,1233A,59,37,74.5,67.5,130.5,10,17.5,63,46.5,14.5,287,105.5,234,0.871,0.889
140608,1223A,135,103,96,138,159,17,20,44,51,101,382,207,300,0.892,1.068
140608,1224A,130,99,88,141.5,145,10,13,54,50,92,287,174,256,1.074,1.043
140608,1225A,94,70,75,99,115,8,9,24,21,137,223,145,202,0.563,0.604
140608,1226A,107,80,104,139,138,17,23,48,42,72,299,182,273,0.445,0.656
140608,1227A,105,79,77,109,130,6,10,20,27,86,274,139,219,0.869,0.912
140608,1228A,113,85,88,160,171,13,22,44,44,2,212,34,133,0.663,1.223
140608,1229A,137,104,101,163,175,12,18,54,55,89,331,195,282,1.001,1.411
140608,1230A,142,108,97,180,160,22,25,47,51,125,267,182,237,1.241,1.246
140608,1231A,124,94,108,104.25,127,13,19,34,39,83,268,169,245,0.71,0.832
140608,1232A,117,88,85,171,159,31,27,66,45,58,288,159,248,1.085,1.068
140608,1233A,100,67,75,149,164,6,14,57,49,26,279,115,234,0.95,1.013
140609,1223A,62,44,70,61,135,14,15,26,42,48,250,95,173,0.771,0.888
140609,1224A,62,44,79,59,130,5,9,27,45,62,203,110,169,0.624,0.953
140609,1225A,92,68,89,118,137,12,15,10,17,186,192,186,192,0.571,0.672
140609,1226A,59,42,67,66.875,103,15,9,26,37,49,179,100,153,0.418,0.567
140609,1227A,45,31,67,45,103,4,8,15,24,33,194,91,143,0.573,0.841
140609,1228A,57,32,57,63,107,9,15,29,35,15,154,21,88,0.503,0.634
140609,1229A,62,44,68,77,112,9,14,25,40,54,220,107,179,0.772,1.005
140609,1230A,59,42,75,48.875,130,13,19,36,44,74,174,115,164,0.974,1.208
140609,1231A,54,38,70,47,70,10,14,28,36,50,168,92,147,0.558,0.719
140609,1232A,60,41,62,70,114,26,24,39,42,32,200,88,155,0.9,1.032
140609,1233A,43,25,62,43,131,8,12,31,39,34,198,94,158,0.668,0.895
140610,1223A,50,35,47,47,93,13,17,29,27,24,182,72,140,0.663,0.661
140610,1224A,34,13,50,34,79,6,12,32,34,40,213,92,165,0.631,0.777
140610,1225A,85,59,55,120,95,16,12,2,18,184.333333,206,186,186,0.494,0.482
140610,1226A,43,30,43,30.666667,66,10,11,21,19,37,189,75,151,0.334,0.341
140610,1227A,42,29,50,40,82,7,13,20,20,28,210,77,160,0.547,0.698
140610,1228A,46,22,38,46,85,9,15,22,21,4,82,5,47,0.409,0.473
140610,1229A,43,30,45,33.428571,72,7,12,20,27,38,216,77,169,0.617,0.684
140610,1230A,45,31,50,37.6,74,10,15,34,35,51,196,91,159,0.965,1.035
140610,1231A,39,27,51,33,59,7,11,22,25,42,168,75,140,0.524,0.584
140610,1232A,46,30,43,46,82,22,36,28,27,21,192,63,146,0.722,0.783
140610,1233A,42,26,41,42,87,13,18,26,27,29,206,80,158,0.633,0.683
140611,1223A,55.5,34,34,59.5,71,17,12.5,19.5,21.5,42.5,133,71.5,102,0.5395,0.606
140611,1224A,52.5,36.5,36,48.75,44.5,9,8,30,32,39.5,114,78,103,0.6055,0.654
140611,1225A,107.394366,45.28169,45.5,69.422535,77,7.56338,10.5,19.535211,29,214.676056,207,207.203125,207,0.353507,0.3885
140611,1226A,52.5,37,31,44.25,40.5,10,9,28,19.5,41.5,112,66.5,89,0.298,0.318
140611,1227A,39.5,27.5,31,32.5,49.5,5.5,7,19,18,23,108,59.5,92,0.491,0.5255
140611,1228A,48.5,27,28,48,61,6.5,7,21.5,18,18.5,49,7,35,0.4285,0.4585
140611,1229A,45,31.5,33,47.25,38.5,7,7,18,21,48,127,80,107,0.5455,0.613
140611,1230A,54.5,31.5,35,58,54.5,10.5,10,35.5,36.5,63,124,90,114,0.949,0.973
140611,1231A,44,28.5,35,39,46,7.5,9.5,28,27,43.5,116,66,93,0.459,0.546
140611,1232A,53.5,33.5,31.5,51.666667,60.5,45.5,26.5,25,22.5,32.5,107,53.5,78,0.5735,0.654
140611,1233A,55.5,39,34.5,35.666667,54,18.5,13,28.5,26,20,116,62,95,0.6905,0.6335
140612,1223A,91,65,57,132,116,61,25,72,35,34,260,135,208,0.608,0.586
140612,1224A,93,69,65,99,96,27,13,60,41,42,217,133,173,0.815,0.746
140612,1225A,120.577465,58.126761,48.125,88.690141,73.6875,9.253521,7.9375,15.140845,18.5625,240.704225,220.4375,236.078125,209.756098,0.535028,0.393687
140612,1226A,64,46,52,70,85,21,16,59,36,36,213,111,176,0.536,0.402
140612,1227A,73,53,51,82,80,14,8,38,23,43,208,109,160,0.676,0.573
140612,1228A,76,51,53,102,94,11,9,60,25,2,94,2,59,0.662,0.522
140612,1229A,78,57,57,90,111,23,30,67,32,8,208,104,166,0.528,0.569
140612,1230A,79,58,58,96,95,44,19,69,41,74,199,136,162,0.704,0.883
140612,1231A,62,44,56,66,75,10,16,43,39,51,198,112,155,0.603,0.6
140612,1232A,88,63,52,126,95,83,43,68,34,38,200,108,168,0.92,0.656
140612,1233A,72,52,44,77,88,8,9,54,33,13,213,91,170,0.896,0.775
140613,1223A,140,107,91,166.5,182,28,36,40,57,77,265,197,249,0.548,0.74
140613,1224A,138,105,95,158,138,11,17,81,55,88,243,158,216,0.845,0.918
140613,1225A,133.760563,70.971831,67.125,107.957746,102.1875,10.943662,10.4375,10.746479,12.0625,266.732394,258.9375,264.953125,254.829268,0.716549,0.662187
140613,1226A,82,60,81,93.285714,127,15,35,35,48,68,230,163,216,0.358,0.593
140613,1227A,129,98,83,165,135,7,18,36,43,67,192,155,169,0.984,1.038
140613,1228A,80,59,77,83,150,16,22,18,42,7,108,13,67,0.646,0.855
140613,1229A,103,77,90,138,161,9,21,42,61,73,249,173,225,0.459,0.823
140613,1230A,114,86,92,212.75,146,11,35,40,67,96,192,154,175,0.759,1.236
140613,1231A,73,53,83,76.666667,107,9,18,29,45,68,230,167,212,0.611,0.83
140613,1232A,98,73,84,75,162,27,48,27,50,67,208,152,199,0.702,0.957
140613,1233A,117,88,74,151,138,10,19,55,51,74,217,131,187,1.176,1.145
140614,1223A,128,97,79,164,147,32,28,89,48,85,304,153,260,1.06,0.721
140614,1224A,102,76,77,109,105,6,12,82,45,6,275,104,237,0.819,0.64
140614,1225A,70,51,59,84,102,9,10,37,24,168,283,209,283,0.484,0.581
140614,1226A,120,91,76,143,118,81,30,109,44,79,269,159,240,0.792,0.625
140614,1227A,100,75,63,108,105,17,12,26,25,118,269,134,223,0.806,0.751
140614,1228A,134,102,66,202,134,19,11,109,36,2,190,9,72,1.219,0.689
140614,1229A,133,99,72,216,126,30,16,153,67,19,282,101,235,1.22,0.712
140614,1230A,130,99,77,181,132,23,18,147,62,33,235,103,206,1.826,1.069
140614,1231A,165,125,86,173,128,41,18,103,56,67,241,142,222,1.186,0.982
140614,1232A,122,72,66,194,144,36,41,67,38,72,248,133,223,1.354,0.949
140614,1233A,85,63,64,118,117,15,15,63,39,54,294,102,229,1.063,1.017
140615,1223A,210,160,116,291,212,73,43,97,55,66,349,218,300,1.139,0.897
140615,1224A,182,137,109,184,141,17,15,54,62,101,300,209,271,1.101,0.872
140615,1225A,62,44,57,69,97,9,12,43,31,147,261,179,254,0.418,0.452
140615,1226A,209,159,109,279,174,45,35,75,52,69,304,197,286,0.904,0.799
140615,1227A,137,104,86,167,140,25,15,40,29,104,277,192,256,1.077,0.859
140615,1228A,205,155,104,231,192,50,13,70,19,2,168,9,65,0.832,0.685
140615,1229A,227,177,114,252,182,47,20,78,70,85,320,211,292,1.109,0.884
140615,1230A,215,165,115,225,193,61,26,64,66,103,278,193,254,1.441,1.201
140615,1231A,152,116,105,166,163,23,28,65,64,96,279,198,258,1.143,1.093
140615,1232A,169,128,88,264,194,175,47,93,44,70,266,176,263,1.518,1.242
140615,1233A,124,94,83,157,159,16,18,81,55,42,276,169,249,1.426,1.148
140616,1223A,49,34,97,40,142,10,37,30,60,46,264,126,232,0.443,0.794
140616,1224A,48,26,88,48,124,8,14,32,54,57,242,125,210,0.389,0.732
140616,1225A,70.395062,51.111111,58,73.950617,85,12.777778,14,43.950617,40,144.419753,164,147.794521,167,0.52637,0.465
140616,1226A,42,29,84,38.375,144,12,31,26,43,45,208,110,182,0.382,0.629
140616,1227A,40,19,80,40,136,5,18,25,41,38,232,97,198,0.556,0.885
140616,1228A,43,20,81,43,156,7,29,21,35,9,63,10,32,0.15,0.685
140616,1229A,39,25,90,39,152,7,19,32,56,46,232,110,203,0.475,0.774
140616,1230A,61,25,91,71,167,10,25,36,56,71,199,104,190,0.789,1.172
140616,1231A,36,24,73,36,93,10,17,32,43,46,187,103,170,0.652,0.87
140616,1232A,56.25,52.190476,95,63.75,189,40.5625,67,25.75,63,106,206,143,181,0.901625,1.197
140616,1233A,58,16,76,66,135,8,20,36,45,34,240,116,208,0.838,1.146
140617,1223A,45,31,53,81.8,123,3,24,49,43,9,252,86,184,1.299,0.737
140617,1224A,32,22,49,28,95,8,11,45,45,28,212,89,161,0.803,0.762
140617,1225A,56.469136,40.444444,52.561404,54.691358,74.438596,10.111111,11.842105,48.691358,45.964912,128.123457,138.052632,129.383562,142.44,0.586815,0.569246
140617,1226A,68,49,40,79,76,2,4,33,25,22,178,90,144,0.354,0.434
140617,1227A,26,18,40,30.166667,76,3,8,28,28,17,207,72,161,0.74,0.697
140617,1228A,50,35,39,39,83,3,14,16,23,2,131,2,64,1.428,0.394
140617,1229A,59,42,42,87.727273,85,2,5,65,42,2,208,70,159,1.315,0.683
140617,1230A,34,20,38,34,94,4,15,62,44,52,211,103,176,0.912,0.948
140617,1231A,67,48,41,64.7,50,7,8,39,29,26,172,69,131,0.768,0.724
140617,1232A,53,26,56,56,115,7,42,32,42,24,212,65,154,0.67,0.778
140617,1233A,14,5,43,5,106,2,11,28,34,27,256,86,185,0.538,0.827
140618,1223A,77,56,53,72,82,6,8,46,56,19,81,46,63,1.488,1.504
140618,1224A,54,38,39,54,45,4,5,38,46,11,80,43,69,1.324,1.195
140618,1225A,42.54321,29.777778,34.035088,35.432099,44.964912,7.444444,8.052632,53.432099,53.122807,111.82716,115.315789,110.972603,115.56,0.647259,0.63914
140618,1226A,120,91,56,98,89,11,6,56,45,37,100,45,73,1.038,0.913
140618,1227A,54,35,32,57,44,3,3,15,20,4,60,22,52,1.2,1.13
140618,1228A,68,48,40,86,64,3,4,2,18,2,46,2,10,1.503,1.525
140618,1229A,142,108,53,138,70,3,3,59,63,52,69,38,50,1.441,1.359
140618,1230A,162,123,47,146,63,12,6,41,50,102,122,100,108,1.485,1.411
140618,1231A,147,112,58,107.5,77,9,8,33,45,99,107,90,92,1.29,1.239
140618,1232A,59,37,36,67,71,5,5,35,43,22,67,41,60,1.283,1.321
140618,1233A,46,32,33,44,54,5,4,19,26,7,69,21,65,1.146,1.056
140619,1223A,59,37,72,67,119,12,12,29,42,80,222,121,174,0.778,1.202
140619,1224A,48,33,73,63.5,103,11,11,35,47,68,201,119,156,0.479,0.896
140619,1225A,62,44,37,68,53,7,7,66,55,58,132,100,118,0.743,0.724
140619,1226A,57,40,87,65.222222,139,12,16,26,36,78,168,116,148,0.378,0.718
140619,1227A,40,28,66,30,95,5,7,17,22,49,191,102,151,0.683,1.122
140619,1228A,53,25,65,56,103,11,5,27,21,17,100,5,24,0.738,1.117
140619,1229A,38,26,77,58.5,147,4,4,39,45,69,194,112,152,0.438,0.961
140619,1230A,33,23,85,53.75,138,10,15,35,46,105,188,127,153,0.348,1.172
140619,1231A,36,25,97,26,69,6,10,25,35,84,163,116,140,0.432,0.958
140619,1232A,54,29,54,58,103,22,18,30,36,64,172,98,137,0.517,1.014
140619,1233A,46,32,68,53,86,23,15,27,29,85,239,124,177,0.54,0.963
140620,1223A,72,52,66,93,140,20,20,62,49,9,296,120,220,1.035,1.062
140620,1224A,54,38,55,51.666667,90,10,12,48,42,44,245,123,195,0.742,0.799
140620,1225A,34,6,33,33,51,9,9,67,53,54,165,91,147,0.318,0.575
140620,1226A,52,36,71,66.111111,119,24,26,58,42,14,216,104,177,0.541,0.649
140620,1227A,49,30,47,49,90,5,9,32,24,6,244,92,185,0.824,0.888
140620,1228A,57,27,52,64,114,15,18,42,35,2,84,2,46,0.922,0.974
140620,1229A,42,29,61,29,121,3,21,42,51,31,265,112,208,0.644,0.787
140620,1230A,45,31,62,35,105,16,15,50,51,58,242,129,198,0.616,0.704
140620,1231A,58,41,77,41,77,6,10,26,37,47,195,104,162,0.643,0.751
140620,1232A,67,36,51,84,120,40,61,73,50,2,306,100,196,0.921,0.984
140620,1233A,51,20,37,52,105,6,9,47,37,13,143,64,130,0.706,0.736
140621,1223A,55,28,30,60,67,3,5,39,32,9,121,38,88,0.981,0.999
140621,1224A,19,11,24,14,53,2,5,38,41,16,104,37,98,0.908,0.794
140621,1225A,35,7,4,16,21,5,5,70,69,46,66,49,81,0.334,0.343
140621,1226A,40,28,34,54.7,58,8,14,42,41,50,154,71,109,0.631,0.59
140621,1227A,28,15,21,28,34,2,3,9,17,1,103,19,68,0.769,0.821
140621,1228A,28,19,24,26,41,3,5,2,15,2,10,2,5,0.966,0.986
140621,1229A,33,23,24,28,45,2,2,40,48,2,110,27,86,0.878,0.82
140621,1230A,38,26,25,35,65,4,6,66,58,40,130,59,117,0.826,0.783
140621,1231A,63,45,48,58,52,5,10,56,47,3,106,34,86,1.026,0.867
140621,1232A,34,18,23,34,43,3,7,32,27,14,90,34,74,1.062,1.057
140621,1233A,30,10,19,30,45,6,7,13,25,12,116,21,116,0.679,0.72
140622,1223A,30,21,34,21.5,42,3,4,18,35,64,76,58,67,0.678,0.911
140622,1224A,28,19,25,36.25,38,4,3,43,39,58,82,59,72,0.707,0.872
140622,1225A,33,8,5,18,18,5,5,57,65,103,126,115,115,0.236,0.292
140622,1226A,30,21,36,46.333333,78,7,6,27,41,58,95,45,81,0.256,0.552
140622,1227A,23,16,23,16,34,3,3,11,23,50,56,37,41,0.536,0.843
140622,1228A,25,17,25,32.5,32,3,3,3,5,2,2,2,2,0.601,0.9
140622,1229A,25,15,28,28.5,32,3,2,23,35,77,77,52,57,0.384,0.775
140622,1230A,26,18,34,18,44,3,7,39,57,82,91,72,82,0.455,0.741
140622,1231A,29,20,35,16.611111,30,7,6,17,37,73,73,51,57,0.456,0.74
140622,1232A,25,17,21,25.5,42,6,5,14,31,54,60,44,55,0.614,0.835
140622,1233A,26,11,18,18,34,5,6,12,20,81,103,74,74,0.481,0.671
140623,1223A,59,38,28,67,56,13,10,27,29,63,117,78,108,0.725,0.719
140623,1224A,52,36,27,44,42,7,4,47,36,24,107,60,93,0.79,0.706
140623,1225A,31,21,14,24,22,5,5,62,58,83,116,95,112,0.284,0.269
140623,1226A,79,58,31,95,53,35,13,57,32,30,109,71,97,0.514,0.347
140623,1227A,55,39,21,56,36,3,3,12,17,10,81,31,58,0.621,0.576
140623,1228A,70,51,27,74,47,18,8,35,17,2,66,19,42,0.787,0.689
140623,1229A,70,51,26,89,48,7,3,32.636364,48,41,112,64,98,0.521,0.432
140623,1230A,70,51,30,72,49,25,14,64,49,66,116,85,106,0.61,0.514
140623,1231A,73,53,41,63,48,8,11,36,28,43,108,73,96,0.688,0.562
140623,1232A,42,28,19,42,43,16,14,31,31,48,93,60,78,0.587,0.631
140623,1233A,50,32,22,50,49,6,7,18,20,8,103,34,88,0.631,0.453
140624,1223A,99,74,51,141,102,26,21,77,49,10,121,56,101,1.124,0.874
140624,1224A,85,63,47,88,65,5,7,62,41,15,120,53,94,1.106,0.867
140624,1225A,37,22,21,33,34,5,6,73,63,32,111,64,97,0.289,0.281
140624,1226A,63,45,48,62,68,21,15,76,37,7,100,61,93,0.545,0.421
140624,1227A,77,56,39,81,63,3,5,23,22,3,98,26,62,0.864,0.705
140624,1228A,67,48,43,78,74,29,15,52,37,21,94,41,62,1,0.805
140624,1229A,70,51,49,88,83,8,7,104,63,13,109,60,97,0.58,0.475
140624,1230A,77,56,51,97,79,39,21,83,60,43,112,82,103,0.769,0.606
140624,1231A,67,48,49,60,59,5,9,40,32,29,92,64,79,0.636,0.576
140624,1232A,98,65,43,145,95,28,33,69,51,17,95,54,83,1.076,0.797
140624,1233A,79,58,42,95,77,6,10,25,28,8,132,37,94,0.832,0.626
140625,1223A,30,19,43,23,84,8,12,15,33,96,141,112,124,0.662,0.873
140625,1224A,30,21,37,27,65,4,6,36,41,36,139,85,117,0.667,0.772
