Sgnyea,Prvcnm_id,a0101,a0102,a0103,a0104,a0105,a0106,a0107,a0108,a0109,a0110,a0111,a0112,a0113,a0114,a0115
140718,1223A,28.239044,15.466135,26.346614,24.318725,35.812749,4.346614,4,24.693227,30.306773,58.25498,83.681275,55.494024,86.039841,0.692139,0.757056
140718,1224A,27.386454,12.505976,19.386454,14.434783,20.85259,5.306773,5.346614,18.653386,30.960159,71.601594,81.601594,59.760956,88.505976,0.443323,0.632319
140718,1225A,29.187251,4.693227,5.733068,11.079681,10.079681,4.306773,4,11.733068,11.346614,91.215139,105.788845,91.334661,97.948207,0.582215,0.592633
140718,1226A,33.812749,19.613546,28.840637,49.763359,41,4.306773,6.613546,21,28.227092,63.067729,94.641434,55.880478,86.266932,0.567283,0.609657
140718,1227A,23.89243,11.199203,17.386454,23.239044,27.505976,4.386454,5.426295,8.772908,15.772908,43.828685,58.36255,35.988048,57.960159,0.393861,0.497916
140718,1228A,37.568,11.224,19.688,37.912,32.848,7.128,6.064,36.376,33.592,33.872,65.904,44.592,52.56,1.002336,1.09632
140718,1229A,29.88,15.848,28.592,24.632,35.536,4.408,4.376,44.536,46.872,53.048,81.496,47.4,77.352,0.661976,0.944496
140718,1230A,33.159363,21.466135,24.72,33.159363,36.096,7,6.72,45.904382,43.376,72.788845,107.024,78.12,101.16,0.638068,0.667472
140718,1231A,44.624,28.216,35.496,42,41.032,11,7.688,29.248,35.12,66.432,95.56,50.128,85.688,0.579544,0.78172
140718,1232A,34.568,12.752,20.656,31.288,35.848,5.44,12.256,18.44,26.032,68.112,77.4,55.152,76.344,0.709064,0.77156
140718,1233A,37.192,11.752,17.688,31.944,30.16,5.032,4.344,19.784,18.656,72.2,95.592,53.776,72.408,0.51656,0.60884
140719,1223A,29.960159,16.422311,26.442231,26.613546,36.864542,4.442231,4,24.884462,30.115538,55.290837,81.386454,54.250996,86.326693,0.681143,0.728657
140719,1224A,27.768924,13.749004,19.768924,15.098814,22.191235,5.115538,5.442231,18.557769,30.673307,68.733068,78.733068,58.039841,89.749004,0.462446,0.634614
140719,1225A,28.135458,4.884462,6.211155,11.653386,10.653386,4.115538,4,12.211155,11.442231,87.964143,101.868526,88.944223,95.175299,0.578964,0.580394
140719,1226A,34.864542,19.231076,27.693227,48.480916,41,4.115538,6.231076,21,27.462151,61.155378,92.059761,55.01992,85.788845,0.56212,0.60239
140719,1227A,25.517928,12.633466,17.768924,24.960159,28.749004,4.768924,6.095618,9.537849,16.537849,40.195219,53.772908,33.501992,57.673307,0.380857,0.480514
140719,1228A,39.68,13.24,19.88,40.12,34.48,8.28,6.64,36.76,32.92,32.72,65.04,43.92,51.6,0.92736,1.0152
140719,1229A,31.8,17.48,27.92,27.32,37.36,5.08,4.76,46.36,45.72,47.48,79.96,45,80.52,0.65276,0.88296
140719,1230A,34.306773,22.422311,25.2,34.306773,36.96,7,7.2,50.015936,43.76,68.868526,104.24,76.2,102.6,0.636155,0.64472
140719,1231A,44.24,27.16,33.96,42,41.32,11,7.88,28.48,33.2,64.32,94.6,51.28,85.88,0.56044,0.7342
140719,1232A,36.68,13.52,20.56,33.88,37.48,6.4,14.56,19.4,26.32,63.12,75,53.52,76.44,0.68564,0.7346
140719,1233A,38.92,12.52,17.88,34.44,31.6,5.32,4.44,20.84,18.56,65,94.92,51.76,73.08,0.5156,0.6074
140720,1223A,31.681275,17.378486,26.537849,28.908367,37.916335,4.537849,4,25.075697,29.924303,52.326693,79.091633,53.007968,86.613546,0.670147,0.700259
140720,1224A,28.151394,14.992032,20.151394,15.762846,23.52988,4.924303,5.537849,18.462151,30.386454,65.864542,75.864542,56.318725,90.992032,0.48157,0.636908
140720,1225A,27.083665,5.075697,6.689243,12.227092,11.227092,3.924303,4,12.689243,11.537849,84.713147,97.948207,86.553785,92.40239,0.575713,0.568155
140720,1226A,35.916335,18.848606,26.545817,47.198473,41,3.924303,5.848606,21,26.697211,59.243028,89.478088,54.159363,85.310757,0.556956,0.595124
140720,1227A,27.143426,14.067729,18.151394,26.681275,29.992032,5.151394,6.76494,10.302789,17.302789,36.561753,49.183267,31.015936,57.386454,0.367853,0.463112
140720,1228A,41.792,15.256,20.072,42.328,36.112,9.432,7.216,37.144,32.248,31.568,64.176,43.248,50.64,0.852384,0.93408
140720,1229A,33.72,19.112,27.248,30.008,39.184,5.752,5.144,48.184,44.568,41.912,78.424,42.6,83.688,0.643544,0.821424
140720,1230A,35.454183,23.378486,25.68,35.454183,37.824,7,7.68,54.12749,44.144,64.948207,101.456,74.28,104.04,0.634243,0.621968
140720,1231A,43.856,26.104,32.424,42,41.608,11,8.072,27.712,31.28,62.208,93.64,52.432,86.072,0.541336,0.68668
140720,1232A,38.792,14.288,20.464,36.472,39.112,7.36,16.864,20.36,26.608,58.128,72.6,51.888,76.536,0.662216,0.69764
140720,1233A,40.648,13.288,18.072,36.936,33.04,5.608,4.536,21.896,18.464,57.8,94.248,49.744,73.752,0.51464,0.60596
140721,1223A,33.40239,18.334661,26.633466,31.203187,38.968127,4.633466,4,25.266932,29.733068,49.36255,76.796813,51.76494,86.900398,0.659151,0.671861
140721,1224A,28.533865,16.23506,20.533865,16.426877,24.868526,4.733068,5.633466,18.366534,30.099602,62.996016,72.996016,54.59761,92.23506,0.500693,0.639203
140721,1225A,26.031873,5.266932,7.167331,12.800797,11.800797,3.733068,4,13.167331,11.633466,81.462151,94.027888,84.163347,89.629482,0.572462,0.555916
140721,1226A,36.968127,18.466135,25.398406,45.916031,41,3.733068,5.466135,21,25.932271,57.330677,86.896414,53.298805,84.832669,0.551793,0.587857
140721,1227A,28.768924,15.501992,18.533865,28.40239,31.23506,5.533865,7.434263,11.067729,18.067729,32.928287,44.593625,28.52988,57.099602,0.354849,0.445709
140721,1228A,43.904,17.272,20.264,44.536,37.744,10.584,7.792,37.528,31.576,30.416,63.312,42.576,49.68,0.777408,0.85296
140721,1229A,35.64,20.744,26.576,32.696,41.008,6.424,5.528,50.008,43.416,36.344,76.888,40.2,86.856,0.634328,0.759888
140721,1230A,36.601594,24.334661,26.16,36.601594,38.688,7,8.16,58.239044,44.528,61.027888,98.672,72.36,105.48,0.632331,0.599216
140721,1231A,43.472,25.048,30.888,42,41.896,11,8.264,26.944,29.36,60.096,92.68,53.584,86.264,0.522232,0.63916
140721,1232A,40.904,15.056,20.368,39.064,40.744,8.32,19.168,21.32,26.896,53.136,70.2,50.256,76.632,0.638792,0.66068
140721,1233A,42.376,14.056,18.264,39.432,34.48,5.896,4.632,22.952,18.368,50.6,93.576,47.728,74.424,0.51368,0.60452
140722,1223A,35.123506,19.290837,26.729084,33.498008,40.01992,4.729084,4,25.458167,29.541833,46.398406,74.501992,50.521912,87.187251,0.648155,0.643462
140722,1224A,28.916335,17.478088,20.916335,17.090909,26.207171,4.541833,5.729084,18.270916,29.812749,60.12749,70.12749,52.876494,93.478088,0.519817,0.641498
140722,1225A,24.98008,5.458167,7.645418,13.374502,12.374502,3.541833,4,13.645418,11.729084,78.211155,90.10757,81.772908,86.856574,0.569211,0.543677
140722,1226A,38.01992,18.083665,24.250996,44.633588,41,3.541833,5.083665,21,25.167331,55.418327,84.314741,52.438247,84.354582,0.546629,0.58059
140722,1227A,30.394422,16.936255,18.916335,30.123506,32.478088,5.916335,8.103586,11.832669,18.832669,29.294821,40.003984,26.043825,56.812749,0.341845,0.428307
140722,1228A,46.016,19.288,20.456,46.744,39.376,11.736,8.368,37.912,30.904,29.264,62.448,41.904,48.72,0.702432,0.77184
140722,1229A,37.56,22.376,25.904,35.384,42.832,7.096,5.912,51.832,42.264,30.776,75.352,37.8,90.024,0.625112,0.698352
140722,1230A,37.749004,25.290837,26.64,37.749004,39.552,7,8.64,62.350598,44.912,57.10757,95.888,70.44,106.92,0.630418,0.576464
140722,1231A,43.088,23.992,29.352,42,42.184,11,8.456,26.176,27.44,57.984,91.72,54.736,86.456,0.503128,0.59164
140722,1232A,43.016,15.824,20.272,41.656,42.376,9.28,21.472,22.28,27.184,48.144,67.8,48.624,76.728,0.615368,0.62372
140722,1233A,44.104,14.824,18.456,41.928,35.92,6.184,4.728,24.008,18.272,43.4,92.904,45.712,75.096,0.51272,0.60308
140723,1223A,36.844622,20.247012,26.824701,35.792829,41.071713,4.824701,4,25.649402,29.350598,43.434263,72.207171,49.278884,87.474104,0.637159,0.615064
140723,1224A,29.298805,18.721116,21.298805,17.754941,27.545817,4.350598,5.824701,18.175299,29.525896,57.258964,67.258964,51.155378,94.721116,0.53894,0.643793
140723,1225A,23.928287,5.649402,8.123506,13.948207,12.948207,3.350598,4,14.123506,11.824701,74.960159,86.187251,79.38247,84.083665,0.56596,0.531438
140723,1226A,39.071713,17.701195,23.103586,43.351145,41,3.350598,4.701195,21,24.40239,53.505976,81.733068,51.577689,83.876494,0.541466,0.573323
140723,1227A,32.01992,18.370518,19.298805,31.844622,33.721116,6.298805,8.772908,12.59761,19.59761,25.661355,35.414343,23.557769,56.525896,0.328841,0.410904
140723,1228A,48.128,21.304,20.648,48.952,41.008,12.888,8.944,38.296,30.232,28.112,61.584,41.232,47.76,0.627456,0.69072
140723,1229A,39.48,24.008,25.232,38.072,44.656,7.768,6.296,53.656,41.112,25.208,73.816,35.4,93.192,0.615896,0.636816
140723,1230A,38.896414,26.247012,27.12,38.896414,40.416,7,9.12,66.462151,45.296,53.187251,93.104,68.52,108.36,0.628506,0.553712
140723,1231A,42.704,22.936,27.816,42,42.472,11,8.648,25.408,25.52,55.872,90.76,55.888,86.648,0.484024,0.54412
140723,1232A,45.128,16.592,20.176,44.248,44.008,10.24,23.776,23.24,27.472,43.152,65.4,46.992,76.824,0.591944,0.58676
140723,1233A,45.832,15.592,18.648,44.424,37.36,6.472,4.824,25.064,18.176,36.2,92.232,43.696,75.768,0.51176,0.60164
140724,1223A,38.565737,21.203187,26.920319,38.087649,42.123506,4.920319,4,25.840637,29.159363,40.47012,69.912351,48.035857,87.760956,0.626163,0.586665
140724,1224A,29.681275,19.964143,21.681275,18.418972,28.884462,4.159363,5.920319,18.079681,29.239044,54.390438,64.390438,49.434263,95.964143,0.558064,0.646088
140724,1225A,22.876494,5.840637,8.601594,14.521912,13.521912,3.159363,4,14.601594,11.920319,71.709163,82.266932,76.992032,81.310757,0.562709,0.519199
140724,1226A,40.123506,17.318725,21.956175,42.068702,41,3.159363,4.318725,21,23.63745,51.593625,79.151394,50.717131,83.398406,0.536303,0.566056
140724,1227A,33.645418,19.804781,19.681275,33.565737,34.964143,6.681275,9.442231,13.36255,20.36255,22.027888,30.824701,21.071713,56.239044,0.315837,0.393502
140724,1228A,50.24,23.32,20.84,51.16,42.64,14.04,9.52,38.68,29.56,26.96,60.72,40.56,46.8,0.55248,0.6096
140724,1229A,41.4,25.64,24.56,40.76,46.48,8.44,6.68,55.48,39.96,19.64,72.28,33,96.36,0.60668,0.57528
140724,1230A,40.043825,27.203187,27.6,40.043825,41.28,7,9.6,70.573705,45.68,49.266932,90.32,66.6,109.8,0.626594,0.53096
140724,1231A,42.32,21.88,26.28,42,42.76,11,8.84,24.64,23.6,53.76,89.8,57.04,86.84,0.46492,0.4966
140724,1232A,47.24,17.36,20.08,46.84,45.64,11.2,26.08,24.2,27.76,38.16,63,45.36,76.92,0.56852,0.5498
140724,1233A,47.56,16.36,18.84,46.92,38.8,6.76,4.92,26.12,18.08,29,91.56,41.68,76.44,0.5108,0.6002
140725,1223A,29,19,26,29,39,6,4,13,27,56,68,41,54,0.584,0.573
140725,1224A,21,14,20,19,26,4,5,15,26,66,66,57,57,0.608,0.637
140725,1225A,22,6,9,12,14,3,4,11,13,68,79,71,75,0.564,0.523
140725,1226A,45,26,20,45,37,6,3,38,25,24,77,41,60,0.619,0.57
140725,1227A,33,18,20,33,33,7,9,15,20,15,29,21,21,0.306,0.379
140725,1228A,34,14,21,34,42,3,9,15,29,49,60,38,46,0.432,0.532
140725,1229A,25,15,22,25,43,3,6,31,41,46,71,28,47,0.522,0.537
140725,1230A,30,21,27,26,38,5,9,34,48,66,88,58,76,0.43,0.515
140725,1231A,46,23,25,46,42,20,10,43,24,27,89,43,70,0.568,0.472
140725,1232A,30,17,19,30,42,9,25,20,28,39,61,36,50,0.745,0.554
140725,1233A,26,10,17,26,37,7,6,11,19,35,91,29,52,0.45,0.565
140726,1223A,206,156,46,178,70,6,5,44,26,64,127,78,111,1.264,0.889
140726,1224A,165,125,34,108.5,53,9,4,50,17,41,126,72,115,1.793,0.853
140726,1225A,82,60,40,93,64,3,4,12,11,46,166,93,153,0.906,0.832
140726,1226A,144,110,51,178,68,30,14,70,25,1,136,69,117,0.858,0.731
140726,1227A,107,80,29,131,62,8,7,29,13,16,96,31,77,1.012,0.537
140726,1228A,176,133,40,189,73,24,5,39,25,60,105,69,94,1.11,0.728
140726,1229A,199,149,45,164,54,9,3,43,34,72,128,84,115,1.169,0.794
140726,1230A,172,130,46,133,67,22,7,43,33,91,132,97,122,1.233,0.72
140726,1231A,176,133,43,155,71,26,10,39,31,59,144,87,119,1.141,0.824
140726,1232A,107,80,33,140,70,10,7,45,22,45,117,84,103,1.249,0.888
140726,1233A,83,61,31,97,57,6,7,11,9,19,159,49,109,0.856,0.658
140727,1223A,65,47,93,41.6,122,4,13,40,45,51,313,86,208,0.97,1.085
140727,1224A,46,32,88,33.2,113,5,12,29,36,50,273,103,194,0.69,0.998
140727,1225A,38,22,50,38,75,5,5,10,12,48,152,76,117,0.686,0.846
140727,1226A,95,71,92,72,108,20,36,43,43,19,242,44,168,0.857,0.739
140727,1227A,43,30,74,33.5,116,7,12,11,27,41,181,66,134,0.631,0.972
140727,1228A,53,37,82,47,139,3,26,44,44,42,213,54,141,0.845,1.036
140727,1229A,48,33,92,38,137,2,12,53,55,45,305,67,203,0.877,1.158
140727,1230A,57,40,103,44.8,128,4,24,31,50,89,289,110,202,0.637,1.063
140727,1231A,103,77,115,92,96,12,23,29,37,4,262,5,151,0.924,0.996
140727,1232A,50,35,78,36,134,4,24,25,43,51,262,76,172,0.835,1.06
140727,1233A,36,18,69,36,110,7,7,12,20,28,285,91,200,0.585,1.009
140728,1223A,50,35,48,38.5,76,7,5,37,40,26,299,37,195,0.823,0.903
140728,1224A,35,24,32,29,44,5,6,51,30,14,175,36,128,0.723,0.67
140728,1225A,13,9,22,11,36,3,4,9,11,41,124,60,108,0.575,0.689
140728,1226A,46,32,56,35.5,95,18,20,33,36,27,297,45,183,0.542,0.747
140728,1227A,42,29,34,32,54,6,8,27,16,6,145,24,99,0.438941,0.621
140728,1228A,50,35,37,42,68,4,4,44,37,24,190,34,131,0.718,0.836
140728,1229A,49,34,39,38,64,2,3,60,46,10,260,31,159,0.867,0.908
140728,1230A,45,31,43,35,63,3,7,63,46,42,237,63,144,0.743,0.802
140728,1231A,40,28,85,32,99,8,10,28,30,3,32,5,14,0.665,0.822
140728,1232A,41,27,39,41,70,13,11,39,33,17,278,39,190,0.88,0.935
140728,1233A,35,24,29,28,53,8,7,27,22,22,234,23,224,0.326,0.657
140729,1223A,42,29,46,42,70,8,8,22,32,65,263,141,216,0.664,0.844
140729,1224A,54,38,37,54,59,7,9,31,35,49,219,125,174,0.656,0.734
140729,1225A,30,6,12,11,27,3,4,9,11,96,116,92,102,0.556,0.621
140729,1226A,54,27,42,58,70,18,22,29,31,44,230,115,197,0.696,0.628
140729,1227A,50,34,32,50,58,7,8,19,23,33,157,84,128,0.499708,0.62
140729,1228A,51,26,41,51,79,13,7,29,33,62,193,103,158,0.592,0.755
140729,1229A,52,25,43,53,73,6,5,53,46,54,248,123,205,0.799,0.893
140729,1230A,59,42,48,55,75,8,11,49,44,84,202,135,182,0.616,0.786
140729,1231A,52,35,52,54,72,12,20,39,28,47,233,129,183,0.635,0.741
140729,1232A,53,26,35,55,73,8,14,32,30,31,238,111,189,0.856,0.851
140729,1233A,51,25,25,52,57,7,7,20,21,21,265,121,212,0.584,0.66
140730,1223A,80,57,34,110,69,6,8,67,32,35,193,110,169,0.995,0.771
140730,1224A,69,47,29,87,45,8,8,43,25,37,168,94,153,0.942,0.61
140730,1225A,35,17,14,35,31,4,6,12,14,74,188,122,150,0.713,0.746
140730,1226A,58,39,32,65,63,35,25,41,30,32,202,109,180,0.489,0.489
140730,1227A,70,37,27,89,53,9,9,40,20,20,172,60,123,0.763,0.482
140730,1228A,95,37,28,140,76,32,9,72,29,23,152,93,136,0.885,0.632
140730,1229A,75,55,31,100,61,21,10,78,43,27,205,122,170,0.932,0.72
140730,1230A,73,53,35,89,57,34,10,68,42,62,179,121,152,0.763,0.589
140730,1231A,51,35,40,51,66,22,14,52,37,13,217,112,197,0.501,0.607
140730,1232A,62,44,28,64,71,66,22,41,29,51,168,100,156,0.678,0.731
140730,1233A,67,39,24,83,60,7,7,27,18,20,229,83,186,1.062,0.837
140731,1223A,62,40,41,73,78,9,13,44,30,13,267,82,195,0.629,0.682
140731,1224A,49,34,41,44,64,13,10,31,27,26,249,95,183,0.607,0.626
140731,1225A,36,19,17,36,40,8,6,9,12,69,170,94,132,0.671,0.705
140731,1226A,57,40,39,60,66,22,30,27,27,11,236,73,173,0.375,0.38
140731,1227A,45,31,35,44,62,10,11,31,22,6,195,61,151,0.472,0.464
140731,1228A,55,36,34,60,81,15,14,30,26,23,183,66,137,0.554,0.61
140731,1229A,56,36,38,61,80,17,15,40,41,18,262,85,199,0.658,0.683
140731,1230A,59,42,45,61,73,16,14,52,42,53,232,56,167,0.61,0.594
140731,1231A,48,33,42,43,64,12,19,28,31,21,215,76,161,0.375,0.446
140731,1232A,59.290323,40.806452,32,66.375,77,9.741935,15,38.483871,34,101.83871,140,119.25,140,0.458516,0.675
140731,1233A,53,28,33,56,73,7,7,27,22,42,289,101,187,0.858,0.934
140801,1223A,25.5,17,26,24,50,8,5,30.5,25.5,10.5,93,35.5,75,0.539,0.597
140801,1224A,24.5,14.5,26,25.25,36,12.5,10,36.5,21.5,17.5,102,39,82,0.664,0.5795
140801,1225A,20.5,11.5,26.5,18,42,4,5,10.5,11,65,148,102.5,138,0.5885,0.698
140801,1226A,25.5,16.5,18,25.5,32,13,10.5,27,14,5,94,31,73,0.31,0.2835
140801,1227A,25.5,16.5,23.5,22,38.5,8,8,20.5,16.5,5,42,19,49,0.448,0.4025
140801,1228A,31.5,14,19,31.5,50,15.5,8.5,30.5,25,21.5,72,35.5,61.5,0.503,0.5025
140801,1229A,31,16,21,31,45,12.5,10.5,38.5,31,8.5,93,30,75,0.9225,0.607
140801,1230A,31.5,19,27,31.5,41.5,16,10,43.5,34,11.5,102,42,88,0.608,0.4945
140801,1231A,35,19.5,24.5,35,35.5,39.5,13.5,31.5,22,12,100,34,75,0.358,0.35
140801,1232A,51.5,36,35,36.857143,34,12.5,11,19,16.5,15.5,68,31.5,68,0.677,0.7105
140801,1233A,18.5,7.5,17,18.5,39.5,7,7,14.5,12.5,15,77,38.5,86.5,0.746,0.778
140802,1223A,38,26,19,33,32,5,7,19,25,26,40,28,33,0.631,0.625
140802,1224A,36,25,15,29,25,7,8,26,26,19,51,25,33,0.63,0.617
140802,1225A,15,6,9,12,20,3,4,9,9,45,87,59,93,0.616,0.626
140802,1226A,38,23,16,38,25,11,12,26,18,12,37,28,29,0.435,0.345
140802,1227A,32,21,15,32,27,8,8,16,20,21,27,23,23,0.375,0.372
140802,1228A,41,26,20,41,32,9,12,28,27,23,41,29,35,1.238,0.721
140802,1229A,42,22,15,42,32,9,10,31,31,17,42,22,31,0.683,0.895
140802,1230A,38,26,19,33,30,4,7,30,35,55,62,43,43,0.584,0.492
140802,1231A,36,25,18,34,29,12,12,30,23,19,43,33,35,0.624,0.458
140802,1232A,40,16,21,40,31,9,9,19,18,20,36,27,30,0.836,0.747
140802,1233A,41,23,12,41,25,7,7,9,13,47,58,51,54,0.942,0.818
140803,1223A,35,24,33,26,48,3,4,19,15,56,104,74,87,0.551,0.604
140803,1224A,48,33,31,47,40,6,7,42,20,12,66,35,57,0.851,0.646
140803,1225A,35,16,13,35,25,3,3,10,9,43,96,65,87,0.679,0.658
140803,1226A,22,15,36,24.5,50,3,8,7,16,67,87,67,74,0.321,0.471
140803,1227A,42,21,27,42,44,7,7,26,13,15,80,42,64,0.515,0.393
140803,1228A,44,18,27,44,53,5,6,23,22,56,84,61,71,1.197,1.224
140803,1229A,28,16,31,28,49,8,8,29,29,48,91,57,73,0.636,0.712
140803,1230A,43,30,35,40,49,6,5,51,31,60,98,75,85,0.613,0.67
140803,1231A,31,17,31,31,49,8,11,25,23,59,92,74,80,0.701,0.581
140803,1232A,26,18,23,21,46,8,5,24,13,42,94,63,80,0.621,0.727
140803,1233A,21,11,23,21,42,7,6,12,9,55,113,61,87,0.857,0.893
140804,1223A,118,89,43,147,77,13,7,99,34,24,214,125,192,0.995,0.767
140804,1224A,74,54,36,76,57,7,8,63,26,8,102,57,95,0.926,0.645
140804,1225A,35,16,18,35,37,5,5,9,9,36,113,55,93,0.709,0.707
140804,1226A,142,108,49,125,80,26,12,99,27,21,175,116,161,0.711,0.522
140804,1227A,68,46,28,85,57,8,8,20,13,47,128,60,111,0.647,0.472
140804,1228A,92,68,35,125,78,17,11,59,31,59,147,98,134,1.579,1.378
140804,1229A,109,82,40,134,72,15,11,89,41,49,185,116,160,1.034,0.835
140804,1230A,98,73,40,133,70,20,10,84,40,79,147,121,136,1.105,0.734
140804,1231A,133,101,49,128,72,17,11,55,35,74,174,127,154,0.96,0.798
140804,1232A,102,76,35,141,74,58,19,56,30,50,184,106,170,1.234,0.908
140804,1233A,67,48,25,79,50,7,6,14,11,49,181,86,151,1.089,0.964
140805,1223A,140,107,74,183.333333,123,15,10,102,55,20,271,94,204,1.118,0.966
140805,1224A,99,74,60,89,92,10,10,47,36,39,176,71,126,0.993,0.819
140805,1225A,24,13,19,24,37,6,5,9,10,58,203,93,165,0.777,0.787
140805,1226A,89,66,75,89,126,53,30,71,43,9,292,96,187,0.681,0.683
140805,1227A,82,59,55,113,89,3,7,31,21,27,208,72,161,0.817,0.711
140805,1228A,108,78,60,166,126,50,19,58,43,52,234,93,172,1.65,1.523
140805,1229A,127,96,66,130,122,20,15,66,56,21,296,83,207,1.16,1.034
140805,1230A,105,79,60,120,107,35,13,63,54,92,238,106,171,0.991,0.855
140805,1231A,94,70,72,72,132,9,14,52,49,42,315,106,221,0.777,0.867
140805,1232A,90,67,59,113,120,49,32,58,41,35,255,108,192,0.866,0.878
140805,1233A,68,49,52,86,93,8,7,36,23,21,260,68,204,0.908,0.991
