Sgnyea,Prvcnm_id,a0101,a0102,a0103,a0104,a0105,a0106,a0107,a0108,a0109,a0110,a0111,a0112,a0113,a0114,a0115
140806,1223A,98,73,70,102,109,5,8,100,58,2,241,64,190,1.193,1.022
140806,1224A,79,58,65,73,94,4,8,57,40,18,192,54,138,1.3,0.97
140806,1225A,38,17,21,38,40,5,5,9,9,41,136,77,120,0.904,0.87
140806,1226A,84,62,69,103,112,27,29,72,45,22,308,136,259,0.527,0.628
140806,1227A,70,51,56,66,88,2,3,15,21,37,199,61,152,0.676,0.735
140806,1228A,87,61,61,123,130,5,17,94,65,31,207,39,155,1.162,1.33
140806,1229A,94,70,66,107,111,9,13,76,74,54,252,46,215,1.229,1.222
140806,1230A,93,69,68,79,114,5,12,47,67,94,240,87,201,0.858,1.063
140806,1231A,99,74,75,84,101,12,12,37,42,66,299,141,245,0.68,0.806
140806,1232A,84,62,55,88,103,7,14,58,40,20,217,64,177,0.908,0.898
140806,1233A,65,47,51,71,87,8,8,20,20,22,212,75,177,0.676,0.7
140807,1223A,83,61,66,88,99,6,9,53,49,91,252,106,188,1.027,1.002
140807,1224A,72,49,57,94,81,7,7,54,42,39,156,84,140,1.251,1.13
140807,1225A,36,20,21,31,37,3,5,8,8,115,121,111,113,0.97,0.939
140807,1226A,75,46,62,100,93,17,20,65,41,9,262,107,211,0.593,0.646
140807,1227A,65,47,63,73,86,8,6,25,20,61,173,86,136,0.781,0.776
140807,1228A,75,48,51,100,108,11,14,46,42,80,197,106,164,0.984,0.848
140807,1229A,78,57,62,100,104,10,11,52,57,93,265,120,205,1.24,1.152
140807,1230A,67,48,65,65,95,9,9,36,51,103,214,131,178,0.938,0.984
140807,1231A,54,38,69,52,96,9,9,35,47,36,246,110,200,0.598,0.843
140807,1232A,88,59,53,125,98,14.875,14,71,43,12,226,79,181,0.851,0.841
140807,1233A,65,47,39,72,79,7,7,22,20,34,202,65,158,0.608,0.612
140808,1223A,107,80,73,87,113,13,11,71,59,24,221,36,170,1.412,1.213
140808,1224A,63,45,53,57,80,6,7,32,40,43,155,63,121,0.967,1.106
140808,1225A,19,13,19,13,37,3,4,7,8,57,141,93,116,0.977,0.987
140808,1226A,92,68,74,89,111,21,23,41,46,19,289,74,215,0.675,0.738
140808,1227A,63,45,48,65,78,8,8,26,24,37,188,66,144,0.638,0.729
140808,1228A,89,66,57,99,115,22,16,64,53,40,205,50,153,1.326,1.084
140808,1229A,82,60,59,83,96,11,20,59,62,45,242,58,174,0.737,1.131
140808,1230A,72,52,56,75,88,7,12,45,50,66,227,89,157,0.886,0.981
140808,1231A,122,92,72,88.5,101,14,13,43,51,30,281,77,212,0.75,0.981
140808,1232A,92,68,56,100,100,16,14,65,46,16,222,63,181,1.331,0.917
140808,1233A,56,33,42,62,78,8,8,27,24,30,193,77,150,0.557,0.635
140809,1223A,77,56,40,80,55,19,7,66,34,29,146,81,117,2.356,1.087
140809,1224A,57,40,33,52,43,9,6,27,21,51,111,71,91,0.819,0.87
140809,1225A,36,25,19,28,33,5,4,9,8,85,126,105,117,1.16,1.096
140809,1226A,72,52,39,61,46,9,10,27,21,52,150,90,127,0.509,0.633
140809,1227A,52,35,29,54,41,9,8,20,16,47,140,71,100,0.489,0.583
140809,1228A,77,56,37,86,61,29,13,67,33,31,132,66,105,1.248,0.897
140809,1229A,65,47,34,69,49,13,11,41,38,53,150,71,118,0.568,0.938
140809,1230A,70,51,37,58,43,14,6,36,30,78,135,97,116,0.748,0.811
140809,1231A,62,44,39,54,44,13,10,36,24,52,149,91,126,0.679,0.731
140809,1232A,57,40,36,50,53,8,9,22,29,60,156,91,124,0.611,1.01
140809,1233A,53,37,26,49,41,8,8,15,15,50,147,68,111,0.44,0.507
140810,1223A,87,64,62,72,97,13,11,38,49,83,152,111,131,1.426,1.391
140810,1224A,72,52,42,65,60,9,8,22,25,72,129,89,109,1.189,1.049
140810,1225A,51,17,19,51,34,4,4,8,8,66,111,85,105,1.13,1.117
140810,1226A,58,41,51,49,67,10,13,25,24,60,176,116,146,0.617,0.593
140810,1227A,68,49,40,65,66,9,8,15,20,77,120,82,94,0.765,0.655
140810,1228A,83,61,50,85,95,23,17,47,43,63,139,92,107,1.243,0.907
140810,1229A,65,47,48,67,80,13,13,34,42,82,162,113,134,0.798,0.976
140810,1230A,69,50,49,53,70,11,11,29,36,92,166,121,147,0.903,0.895
140810,1231A,58,41,50,46,62,11,13,31,26,53,163,112,141,0.835,0.821
140810,1232A,57,40,48,53,84,9,12,14,34,95,177,120,145,0.835,1.033
140810,1233A,60,43,33,61,59,8,8,11,14,64,158,89,130,0.768,0.598
140811,1223A,70,51,49,65,65,9,9,40,32,60,114,79,100,1.439,1.093
140811,1224A,43,30,37,35,48,6,8,22,22,64,85,69,83,1.054,1.021
140811,1225A,30,20,21,25,34,4,5,10,9,95,116,103,107,1.383,1.177
140811,1226A,74,54,49,62,60,12,14,44,27,42,98,68,100,0.81,0.67
140811,1227A,38,26,34,32,50,7,9,16,16,57,96,67,77,0.675,0.665
140811,1228A,73,53,46,61,74,20,16,37,34,65,94,68,81,1.31,0.816
140811,1229A,67,48,42,59,62,16,14,52,38,67,111,71,101,1.52,0.957
140811,1230A,53,37,40,44.4,52,8,11,29,31,107,131,95,111,0.956,0.874
140811,1231A,65,47,47,53,59,12,14,31,32,69,102,78,97,0.939,0.878
140811,1232A,57,40,41,50,65,8,13,23,30,74,94,75,109,0.873,1.021
140811,1233A,33,20,27,33,48,7,8,16,14,45,103,66,83,0.738,0.7
140812,1223A,100,75,81,113,115,15,14,89,60,18,134,38,93,1.186,1.353
140812,1224A,120,91,67,103,82,9,9,47,44,34,62,44,66,1.352,1.36
140812,1225A,68,49,35,70,48,8,5,13,11,121,139,127,130,0.769,1.221
140812,1226A,43,28,68,43,87,10,25,20,35,103,153,97,119,0.368,0.783
140812,1227A,107,80,61,111,84,8,8,31,28,8,61,21,64,1.022,0.975
140812,1228A,130,99,80,170,126,21,20,98,67,19,84,27,63,1.216,1.012
140812,1229A,138,105,83,171,118,19,19,111,82,3,78,26,69,1.587,1.494
140812,1230A,148,113,82,142,119,14,15,91,77,44,101,64,93,1.453,1.356
140812,1231A,24,47.111111,75,113.125,108,9,21,27,39,75,140,71,110,0.637,1.089
140812,1232A,59,39,61,67,108,47,24,57,57,36,138,49,90,0.661,1.122
140812,1233A,90,67,54,93,74,9,9,41,27,6,87,39,71,1.214,1.04
140813,1223A,85,63,41,87,71,10,9,84,54,5,111,18,85,1.549,0.975
140813,1224A,57,40,39,40,51,8,9,39,40,23,75,34,57,0.869,0.823
140813,1225A,35,5,28,35,45,7,7,5,10,86,130,99,125,0.462,0.504
140813,1226A,88,65,38,117,60,14,13,83,51,2,106,11,101,1.12,0.595
140813,1227A,65,47,41,55,54,7,8,28,35,8,63,22,49,0.726,0.729
140813,1228A,83,61,40,84,66,11,12,69,57,21,99,26,70,1.085,0.643
140813,1229A,75,55,38,64,66,14,15,76,67,5,105,11,75,1.025,0.881
140813,1230A,68.5,49.6,45,73.6,72,9.9,12,70.7,67,50.5,87,57,72,1.2877,1.022
140813,1231A,64,46,44,44.5,61,9,15,25,39,72,99,48,83,0.595,0.661
140813,1232A,74,49,30,98,69,10,18,78,54,1,134,13,73,1.407,0.772
140813,1233A,54,38,33,51,53,7,8,20,28,3,94,11,65,0.676,0.698
140814,1223A,52,36,52,39,89,5,18,70,49,14,260,94,193,0.569,0.944
140814,1224A,53,37,40,42,66,10,11,45,41,14,187,69,128,1.218,1.118
140814,1225A,33,17,14,23,25,7,8,11,8,103,152,116,128,0.45,0.392
140814,1226A,40.727273,19.818182,47,38.818182,80,8.818182,29,13.181818,38,75.272727,199,122,164,0.822,0.686
140814,1227A,46,32,40,33,70,7,16,30,31,6,174,54,125,0.629,0.746
140814,1228A,45,21,42,45,97,5,23,68,43,24,190,85,156,0.777,0.891
140814,1229A,48,24,43,48,88,14,22,44,54,36,247,90,178,0.718,0.928
140814,1230A,46,32,48,41,87,8,18,60,55,67,217,100,127,0.811,0.998
140814,1231A,30,21,43,24,58,5,11,16,31,54,188,101,163,0.526,0.666
140814,1232A,92.4,68.4,55,3.5,94,13.363636,20,18,45,54.4,123,97,122,1.025,1.069
140814,1233A,28,19,29,28,62,8,9,13,20,11,159,66,124,0.478,0.68
140815,1223A,36,25,29,25.222222,40,7,6,52,45,21,94,52,77,1.466,1.243
140815,1224A,30,21,25,17.333333,22,9,10,23,25,36,70,47,57,1.1,1.221
140815,1225A,27,11,14,9.5,20,7,7,11,11,86,118,83,111,0.561,0.576
140815,1226A,20,14,17,21.666667,23,6,8,28,24,35,73,54,116,0.93,1.016
140815,1227A,25,17,25,18,32,7,8,20,22,22,82,48,69,0.766,0.846
140815,1228A,45,31,27,30.75,41,9,12,51,45,25,75,42,72,1.298,1.5
140815,1229A,36,25,26,22,38,14,16,45,46,30,71,45,76,1.017,1.353
140815,1230A,43,30,30,32,36,6,7,42,47,73,87,77,96,1.051,1.152
140815,1231A,30,21,26,19,26,8,8,23,29,45,84,57,88,0.964,1.023
140815,1232A,40.5,28.5,60,10.7,8,6,7,13,25,39,83,55,97,0.9975,1.338
140815,1233A,20,6,17,20,31,7,7,15,14,24,65,42,56,0.738,0.852
140816,1223A,104,78,35,136,63,33,8,85,53,3,90,35,64,1.447,1.082
140816,1224A,70,51,25,63,35,11,10,52,43,12,61,27,51,1.507,1.228
140816,1225A,24,15,9,24,15,8,8,11,11,46,123,77,108,0.65,0.622
140816,1226A,84,62,38,76,57,24,12,76,44,3,54,26,51,1.321,1.189
140816,1227A,73,53,21,89,36,8,7,43,28,4,43,11,40,1.21,0.946
140816,1228A,94,70,33,123,66,25,9,75,51,19,72,42,58,1.513,1.145
140816,1229A,80,58,30,109,57,20,14,93,61,5,66,20,50,1.688,1.238
140816,1230A,95,71,35,92,55,22,9,92,64,44,80,57,74,1.72,1.331
140816,1231A,118,89,47,97.333333,57,17,11,51,37,26,99,51,74,1.426,1.21
140816,1232A,96,75.545455,17,141,55,52,15,70,39,4,61,16,51,1.352,1.145
140816,1233A,61,39,18,72,36,7,7,18,25,3,52,15,37,0.915,0.765
140817,1223A,53,37,70,41.833333,147,17,21,43,59,29,105,68,90,0.787,1.03
140817,1224A,40,28,50,35,87,11,15,29,48,27,73,43,59,0.801,1.146
140817,1225A,30,5,12,8,20,8,8,10,11,94,114,101,101,0.518,0.565
140817,1226A,26,18,52,23.5,84,8,25,24,30,59,101,75,92,0.483,0.671
140817,1227A,39,27,56,31,85,8,12,23,36,19,74,47,64,0.665,0.956
140817,1228A,53,37,53,42,106,24,28,39,52,43,91,68,83,0.759,1.06
140817,1229A,38,26,53,29.333333,99,16,21,36,67,43,90,59,81,0.863,1.228
140817,1230A,49,34,62,68.7,111,10,19,52,70,57,99,78,89,0.924,1.344
140817,1231A,25,17,61,23.6,32,5,8,13,33,71,105,79,97,0.663,0.98
140817,1232A,42,29,46,40,122,38,33,34,42,25,87,60,78,0.856,1.04
140817,1233A,39,22,48,39,85,8,11,18,29,15,82,55,70,0.431,0.72
140818,1223A,64,46,36,56,47,8,11,44,42,42,104,70,84,1.52,0.916
140818,1224A,68,31,24,34,28,11,11,20,27,174,174,71,71,1.033,0.91
140818,1225A,31,8,9,11,15,7,8,11,11,97,99,81,101,0.473,0.451
140818,1226A,83,61,33,58.5,38,10,10,28,21,49,98,72,85,0.764,0.595
140818,1227A,45,23,22,45,34,7,8,18,23,37,81,59,69,0.88,0.707
140818,1228A,67,48,35,64,50,12,15,39,42,48,94,60,77,1.43,1.043
140818,1229A,59,42,28,45,36,16,16,51,45,39,92,58,75,1.409,1.154
140818,1230A,55,39,29,39,35,12,9,47,42,67,97,77,87,1.049,0.912
140818,1231A,78,57,33,56.9,40,10,8,33,25,49,102,73,86,1.041,0.812
140818,1232A,53,32,28,55,48,8,14,7,22,60,99,76,84,0.784,0.838
140818,1233A,36,17,17,36,30,7,8,12,19,25,87,57,75,0.449,0.386
140819,1223A,42,29,33,31.25,39,5,4,58,44,21,67,47,67,0.965,1.046
140819,1224A,32,22,27,21.6,30,11,11,37,38,29,181,28,108,0.968,1.096
140819,1225A,25,2,6,5,9,7,7,9,10,78,96,76,90,0.536,0.559
140819,1226A,57,40,39,37.333333,42,9,10,26,30,21,75,34,66,0.863,0.783
140819,1227A,29,20,23,26,30,8,7,31,31,35,45,34,57,0.789,0.934
140819,1228A,38,26,35,31,47,8,8,72,59,24,54,28,57,1.043,1.157
140819,1229A,36,25,29,25,42,15,15,66,67,15,53,14,55,1.176,1.442
140819,1230A,40,28,35,26,40,10,7,54,61,53,77,44,75,1.004,1.177
140819,1231A,64,46,51,58,73,9,8,33,34,40,77,58,71,0.989,1.004
140819,1232A,42.863636,48.793103,29,22.290323,35,7.304348,7,38.608696,29,51.73913,64,56,73,1.061409,1.154
140819,1233A,26,18,15,24,27,7,7,22,22,26,52,35,51,0.914,0.71
140820,1223A,62,44,33,40,40,6,6,59,49,23,103,40,78,0.813,0.917
140820,1224A,53,37,26,51,36,6,8,74,45,12,127,23,59,1.178,0.957
140820,1225A,30,16,5,10.75,7,8,7,9,9,96,118,108,109,0.5,0.491
140820,1226A,82,60,37,44.75,35,15,13,39,30,8,86,18,66,0.645,0.686
140820,1227A,52,36,24,41,33,7,7,43,38,15,62,20,47,0.957,0.977
140820,1228A,79,58,33,50.8,41,16,10,70,59,30,81,39,68,1.027,0.988
140820,1229A,68,49,33,51.4,45,18,17,88,72,9,63,21,50,1.199,1.352
140820,1230A,72,52,33,46.818182,44,9,9,89,69,30,79,33,69,1.236,1.172
140820,1231A,105,79,47,48.615385,48,29,12,44,35,33,108,49,82,0.857,0.917
140820,1232A,37,19,93,37,37,18,13,39,57,27,44,27,43,0.385,0.568
140820,1233A,40,28,19,36,28,7,7,25,21,23,60,30,50,0.804,0.868
140821,1223A,64,40,30,77,46,4,6,63,50,2,88,34,73,1,0.82
140821,1224A,47,32,26,47,34,7,6,41,42,12,63,28,54,1.044,0.904
140821,1225A,18,8,6,18,13,7,7,9,9,38,137,74,121,0.339,0.36
140821,1226A,87,64,36,79,45,11,12,71,29,10,83,43,76,0.996,0.604
140821,1227A,40,27,22,40,33,7,7,16,29,14,68,20,45,1.189,0.8
140821,1228A,70,51,31,82,52,10,10,63,55,17,77,42,63,1.263,0.918
140821,1229A,69,50,31,82,54,7,20,75,65,3,133,23,67,1.531,1.18
140821,1230A,70,51,37,70,54,4,10,71,69,23,81,41,71,1.57,1.218
140821,1231A,98,73,48,88,62,10,14,86,45,3,101,46,80,1.362,0.895
140821,1232A,61,33,18,71,39,7,7,44,34,7,93,42,73,0.555,0.365
140821,1233A,51,28,14,52,27,7,7,15,21,3,70,22,54,0.917,0.766
140822,1223A,125,95,68,127,101,19,12,56,34,65,269,145,214,0.99,0.887
140822,1224A,112,84,44,89,57,8,8,29,31,51,161,97,126,1.172,1.047
140822,1225A,18,6,9,18,18,9,8,9,9,46,136,77,127,0.334,0.33
140822,1226A,100,75,77,78,96,11,23,24,23,97,239,148,196,0.561,0.676
140822,1227A,112,84,38,92,60,8,9,20,17,35,161,81,139,0.902,0.835
140822,1228A,117,88,59,129,101,31,18,42,32,66,216,126,177,0.991,0.902
140822,1229A,110,83,59,97,86,4,8,53,49,74,276,145,206,0.943,0.963
140822,1230A,115,87,51,95,79,20,11,54,45,90,217,144,171,0.901,0.972
140822,1231A,128,97,76,100.727273,89,11,12,29,42,112,267,137,191,0.781,0.995
140822,1232A,93,69,43,133,87,53,25,44,24,70,315,153,224,0.618,0.407
140822,1233A,95,71,35,91,66,7,10,20,19,15,214,106,168,1.192,0.981
140823,1223A,93,69,81,121,123,12,15,93,65,11,227,68,185,1.261,1.06
140823,1224A,88,65,65,88,93,10,12,51,43,19,184,63,144,1.122,1.128
140823,1225A,35,21,18,35,33,7,10,11,10,41,133,71,119,0.48,0.428
140823,1226A,72,52,71,81,105,22,27,37,30,17,241,80,165,0.763,0.666
140823,1227A,82,60,71,96,103,9,13,29,27,5,196,56,155,0.789,0.899
140823,1228A,90,57,65,129,126,26,24,76,54,15,224,66,171,1.257,1.19
140823,1229A,79,57,68,108,119,4,4,80,67,7,271,63,187,1.279,1.195
140823,1230A,85,63,74,93,109,24,18,81,64,43,237,80,194,1.09,1.079
140823,1231A,78,57,79,57.333333,106,11,14,28,35,5,241,33,179,0.575,0.898
140823,1232A,88,64,65,125,124,17,30,55,40,23,272,67,210,0.661,0.538
140823,1233A,87,64,63,124,119,8,10,27,25,5,278,61,190,1.284,1.277
140824,1223A,117,88,66,159,122,25,16,105,59,7,149,68,120,1.332,1.025
140824,1224A,60,43,58,57,84,7,9,41,40,12,121,45,96,1.06,1.058
140824,1225A,27,16,18,27,31,8,8,11,11,20,94,49,83,0.275,0.311
140824,1226A,113,85,62,117,102,74,28,39,28,6,203,82,154,0.841,0.741
140824,1227A,80,59,56,100,79,11,9,38,24,11,132,42,88,0.891,0.762
140824,1228A,103,77,59,154,127,43,24,98,57,16,158,68,120,1.597,1.121
140824,1229A,91,43,58,132,110,2,3,80,65,4,148,53,116,1.155,1.147
140824,1230A,63,45,64,59,104,5,13,72,73,36,178,68,129,0.884,1.083
140824,1231A,117,151,84,183,130,25,8,73,56,30,187,89,142,1.351,1.034
140824,1232A,90,62,52,130,102,28,27,70,37,27,183,87,158,1.128,0.67
140824,1233A,72,46,44,94,86,7,7,29,21,5,128,39,100,1.246,1.19
140825,1223A,40,28,44,29.833333,73,3,12,19,33,78,142,94,122,0.701,0.777
140825,1224A,36,25,36,23.5,57,6,9,13,23,50,100,63,91,0.875,0.969
140825,1225A,40,28,19,35,32,7,8,11,11,86,106,71,94,0.347,0.311
140825,1226A,38,26,49,33.714286,80,7,26,10,23,70,165,91,138,0.527,0.625
140825,1227A,32,22,39,23.75,54,8,9,7,16,71,128,63,102,0.634,0.64
140825,1228A,29,20,36,22,76,3,15,26,37,56,148,71,123,0.754,0.89
140825,1229A,29,20,36,21,73,2,3,22,40,55,145,70,120,0.819,0.947
140825,1230A,43,30,44,34,70,3,8,32,41,72,138,87,128,0.732,0.858
140825,1231A,27,17,49,27,81,6,10,19,44,66,155,83,132,0.786,0.934
140825,1232A,39,27,41,37.6,80,4,22,19,32,66,157,91,142,0.652,0.807
140825,1233A,25,17,32,18,70,7,7,5,15,53,115,54,88,0.928,1.006
140826,1223A,143,109,44,150,78,22,8,28,26,145,176,152,152,1.176,0.97
140826,1224A,124,94,39,119,60,17,9,36,21,76,115,96,107,1.917,1.131
140826,1225A,40,28,22,39,31,10,8,11,11,112,131,110,123,0.531,0.408
140826,1226A,162,123,53,152,72,25,18,28,13,92,180,142,164,0.996,0.706
140826,1227A,93,69,33,104,56,11,9,18,14,88,143,91,111,1.033,0.795
140826,1228A,140,107,49,161,73,29,13,37,29,111,144,121,134,1.24,1.061
140826,1229A,133,101,45,138,61,15,7,45,34,102,158,137,151,1.306,1.066
140826,1230A,138,105,46,129,70,35,13,35,33,134,158,136,150,1.321,0.936
140826,1231A,155,118,45,151,65,42,22,35,21,104,182,150,161,1.279,0.917
140826,1232A,124,94,40,166,78,29,12,52,28,106,208,149,176,1.175,0.957
140826,1233A,95,71,27,108,52,7,7,23,14,46,156,70,122,1.214,1.046
140827,1223A,38,26,87,45,128,5,19,21,39,119,229,133,169,0.522,1.07
140827,1224A,40,28,80,39.909091,98,6,12,17,39,73,138,92,118,0.667,1.164
140827,1225A,67,33,62,40,77,8,13,11,11,173,173,151,157,0.605,0.685
140827,1226A,36,23,83,28.166667,100,6,19,8,21,113,184,122,158,0.381,0.823
140827,1227A,36,25,80,42.5,105,8,12,13,25,85,141,96,115,0.465,1.001
140827,1228A,32,17,79,26,123,5,25,22,44,101,158,103,125,0.522,1.128
140827,1229A,34,16,76,18,108,14,14,20,40,108,192,116,159,0.57,1.182
140827,1230A,38,26,88,45.583333,110,3,22,35,50,98,179,112,153,0.485,1.063
140827,1231A,40,28,95,40,95,10,18,21,31,95,173,122,155,0.667,1.076
140827,1232A,40,28,72,29,112,12,27,22,41,116,200,129,163,0.53,1.061
140827,1233A,31,17,69,17,113,7,7,12,28,98,172,107,139,0.733,1.247
140828,1223A,83,61,51,90,84,20,13,86,55,3,154,46,130,1.093,0.86
140828,1224A,66,45,46,81,75,14,14,53,46,24,101,40,85,0.893,0.925
140828,1225A,32,22,33,32,45,8,8,11,11,77,169,85,157,0.385,0.492
140828,1226A,88,65,52,85,85,30,19,24,24,18,129,56,111,0.682,0.57
140828,1227A,67,47,41,84,71,17,12,46,39,19,76,23,92,0.645,0.827
140828,1228A,77,56,45,97,85,41,19,85,60,19,120,43,97,1.416,0.985
140828,1229A,68,46,42,85,77,20,17,72,53,9,148,42,107,1.017,1.057
140828,1230A,78,57,48,67,84,20,22,64,67,50,126,62,103,0.688,0.815
140828,1231A,105,79,55,85,71,23,22,40,40,31,106,51,114,0.949,0.803
140828,1232A,63,37,36,75,76,18,17,60,47,31,179,77,124,0.928,0.735
140828,1233A,65,38,35,80,67,13,11,48,35,14,112,37,100,0.756,0.991
140829,1223A,49,34,73,72.2,118,5,16,23,56,71,246,129,188,0.662,1.046
140829,1224A,52,36,66,84,102,7,16,28,48,41,175,85,136,0.959,1.139
140829,1225A,21,12,31,21,49,8,8,11,11,43,141,58,101,0.246,0.399
140829,1226A,70,51,92,118.6,127,16,28,13,22,68,287,136,209,0.56,0.743
140829,1227A,48,33,59,47.5,100,8,12,11,36,44,170,75,113,0.602,0.976
140829,1228A,36,25,68,27,126,6,24,29,65,56,208,111,148,0.712,1.298
140829,1229A,40,28,68,42.333333,127,17,19,60,64,27,246,114,182,0.748,1.418
140829,1230A,54,38,74,56,119,5,29,50,68,62,198,114,166,0.727,1.132
140829,1231A,84,98.142857,94,117,129,2,21,33,42,78,256,133,198,1.195,1.076
140829,1232A,42,29,59,78.375,127,7,25,16,55,73,286,140,214,0.66,0.988
140829,1233A,26,18,46,24,90,7,10,11,27,30,215,71,136,0.648,0.984
140830,1223A,85,63,57,66,78,9,10,40,37,71,123,73,105,1.083,1.034
140830,1224A,77,56,48,56,57,12,9,42,35,39,105,44,79,1.219,1.098
140830,1225A,20,14,16,18,25,8,8,11,11,57,83,60,73,0.273,0.239
140830,1226A,99,74,56,85,90,23,15,17,16,60,138,74,112,0.986,0.863
140830,1227A,57,40,39,62,63,8,8,30,27,14,67,31,69,1.174,1.019
140830,1228A,109,82,50,92,81,16,10,37,41,63,112,70,91,1.675,1.043
140830,1229A,105,79,53,87,75,22,18,56,43,44,135,60,93,2.27,1.284
140830,1230A,88,65,57,66,79,14,10,37,51,85,137,74,110,0.942,0.936
140830,1231A,140,107,74,87.6,79,14,9,31,36,55,123,76,111,1.335,1.158
140830,1232A,75,55,41,82,84,17,12,30,33,95,170,85,121,1.096,1.003
140830,1233A,63,45,36,72,66,8,7,27,19,12,126,39,99,1.683,0.97
140831,1223A,163,124,87,192,123,20,18,76,47,46,253,136,211,1.235,1.209
140831,1224A,113,85,70,119,93,10,17,80,48,13,152,73,124,1.375,1.269
140831,1225A,49,34,25,45,36,8,8,11,11,39,87,59,79,0.689,0.482
140831,1226A,162,123,87,205,118,21,27,56,27,20,232,107,192,0.996,0.972
140831,1227A,83,61,69,97,96,12,12,51,32,34,136,70,109,1.097,1.17
140831,1228A,114,86,80,175,140,27,24,91,51,35,172,92,143,1.214,1.243
140831,1229A,105,79,73,139,113,27,23,98,47,27,221,126,194,1.143,1.185
140831,1230A,109,82,73,123,107,35,26,98,63,49,188,113,165,1.293,1.193
140831,1231A,148,113,97,165,112,19,20,69,33,41,228,88,191,1.184,1.226
140831,1232A,149,114,69,205,113,73,30,102,48,32,240,130,209,1.489,1.158
140831,1233A,79,58,60,108,105,7,7,29,24,18,173,78,130,1.227,1.224
